Temperature,Relative Humidity,Pressure
17.3,36.44,98.64
16.55,38.19,98.63
15.99,39.75,98.64
15.55,41.19,98.68
15.3,42.19,98.75
15.4,42.69,98.83
17.89,40.19,98.91
20.76,31.81,98.98
24.48,25.38,99
29.05,16.06,98.97
30.66,13.81,98.89
31.43,12.75,98.79
31.68,12.25,98.69
31.51,12.25,98.63
30.72,13.25,98.62
27.65,23.19,98.62
23.83,26.62,98.65
21.76,29.31,98.7
20.62,30.94,98.74
19.73,32.44,98.76
18.93,34.06,98.77
18.15,35.75,98.76
17.39,37.69,98.74
16.64,39.75,98.73
15.96,41.75,98.7
15.45,43.31,98.69
15.17,44.31,98.68
15.01,44.75,98.7
14.81,45.25,98.74
14.76,45.31,98.8
18.14,38,98.87
21.15,30.69,98.91
25.22,24.31,98.91
29.91,15.88,98.85
31.37,14.31,98.76
32.13,13.75,98.65
32.39,13.62,98.56
32.19,14,98.51
31.26,15.19,98.49
27.96,23.25,98.52
23.48,30.81,98.57
22.16,32.81,98.63
21.31,34.19,98.69
20.49,35.38,98.72
19.63,37,98.73
18.76,39,98.72
17.83,41.56,98.71
16.89,44.44,98.7
16.06,47,98.69
15.46,48.69,98.68
15.11,49.44,98.66
14.88,49.69,98.66
14.73,49.81,98.69
14.98,49,98.73
18.12,40.38,98.79
20.87,35,98.84
25.3,26.75,98.85
29.45,18.81,98.82
30.72,17.19,98.74
31.42,16.31,98.65
31.57,16.06,98.57
31.17,16.31,98.52
30.32,17.06,98.49
27.34,22.38,98.49
23.19,28.69,98.52
21.97,29.25,98.57
21.12,28.88,98.61
20.4,28.31,98.66
19.74,28.12,98.68
19.07,29.06,98.69
18.37,30.94,98.68
17.65,33.19,98.68
16.99,35.19,98.68
16.39,36.94,98.67
15.84,38.38,98.67
15.32,39.62,98.69
14.86,40.75,98.73
14.76,40.88,98.79
17.4,34.12,98.86
20.01,29.12,98.93
24.15,22.19,98.96
27.87,13.81,98.94
29.03,12.25,98.87
29.74,11.75,98.77
29.99,11.81,98.67
29.75,12.31,98.61
28.88,13.56,98.58
25.33,22.69,98.59
21.85,27.31,98.62
20.87,28.38,98.68
20.19,29.19,98.72
19.33,30.25,98.75
18.35,31.69,98.76
17.43,33,98.76
16.61,34.19,98.74
15.87,35.12,98.71
15.2,35.88,98.7
14.61,36.5,98.7
14.09,37.06,98.7
13.66,37.5,98.73
13.33,37.88,98.78
13.32,37.75,98.86
16.59,30.5,98.93
19.47,24.44,99.01
23.34,20.19,99.05
28.2,15,99.04
29.45,14.5,98.98
30.17,14.25,98.88
30.42,14.25,98.79
29.96,14.62,98.72
28.99,15.81,98.69
25.17,23.75,98.69
21.5,29.12,98.72
20.27,30.81,98.77
19.37,32.12,98.82
18.57,33.25,98.84
17.83,34.19,98.85
17.15,35.12,98.84
16.55,35.88,98.81
16.01,36.56,98.78
15.44,37.38,98.75
14.96,38,98.74
14.55,38.56,98.73
14.12,39.25,98.75
13.84,39.62,98.81
13.9,39.31,98.87
16.68,34.56,98.94
19.68,27.06,98.98
24.44,20,98.99
28.8,13.69,98.95
29.76,12.19,98.86
30.33,11.5,98.76
30.45,11.19,98.67
30.22,11.31,98.62
29.19,12.31,98.59
25.41,21.25,98.6
21.56,25.12,98.64
20.38,26.19,98.68
19.73,26.5,98.73
19.3,26.38,98.76
18.83,26.38,98.76
18.29,26.69,98.75
17.7,27.25,98.72
17.16,27.88,98.7
16.58,28.69,98.66
16.06,29.5,98.63
15.49,30.88,98.62
14.93,32.12,98.62
14.46,33.31,98.66
14.31,34.12,98.7
17.26,29.19,98.76
19.93,23.88,98.81
23.48,20.62,98.83
27.9,18.5,98.8
28.85,19.38,98.71
29.46,19.5,98.6
29.73,19.5,98.51
29.53,19.75,98.46
28.41,21.81,98.44
24.51,30.06,98.44
21.68,34.12,98.48
20.8,35.31,98.55
20.15,36.12,98.6
19.4,37.06,98.63
18.53,38.19,98.64
17.69,39.31,98.63
16.92,40.31,98.61
16.23,41.12,98.6
15.61,42,98.59
15.15,42.62,98.58
14.88,43.06,98.58
14.62,43.62,98.59
14.23,44.62,98.64
13.83,45.75,98.71
16.18,40.19,98.79
18.85,33.19,98.88
22.48,26.81,98.94
27.65,18.12,98.93
29.63,15.38,98.87
30.58,14.06,98.79
30.88,13.44,98.72
30.61,13.19,98.67
29.54,14.12,98.67
25.26,22.5,98.71
22.03,25.88,98.76
21.39,25.88,98.84
21.12,25.5,98.92
20.61,25.56,98.96
19.69,26.69,98.98
18.56,28.56,98.98
17.28,31.06,98.96
16.13,34.12,98.94
15.26,37.06,98.93
14.65,39.81,98.9
14.22,42,98.9
13.98,43.38,98.91
13.84,44.31,98.94
13.75,45.06,99
16.21,40,99.06
18.96,32.94,99.14
22.51,27.06,99.18
28.14,16.56,99.18
30.2,14.12,99.14
31.03,13.44,99.06
31.23,13.31,99
30.83,13.5,98.96
29.73,14.56,98.94
25.55,22.5,98.95
22.05,26.81,98.99
21.17,27.62,99.05
20.44,28.44,99.12
19.48,29.88,99.17
18.32,32.19,99.17
17.15,35,99.17
16.15,37.75,99.15
15.36,40.25,99.12
14.69,42.5,99.1
14.19,44.25,99.08
13.92,45.38,99.06
13.81,45.94,99.07
13.73,46.44,99.11
13.67,46.81,99.17
16.15,41.38,99.23
19.04,33.94,99.29
22.37,28.31,99.31
27.42,19.62,99.28
29.3,17.12,99.21
30.19,16.06,99.11
30.51,15.69,99.03
30.25,15.81,98.98
29.32,16.88,98.95
25.39,24.12,98.96
21.76,29.69,99.01
21.27,30.19,99.08
21.15,30.19,99.14
20.72,30.88,99.17
19.86,32.5,99.17
18.8,34.69,99.16
17.7,37.12,99.15
16.75,39.38,99.15
16.02,41.06,99.15
15.55,42,99.15
15.26,42.38,99.15
15.24,42.12,99.15
15.34,41.62,99.19
15.06,42.19,99.25
16.22,40.5,99.31
18.34,34.69,99.36
21.27,29.56,99.39
26.55,20.06,99.36
28.4,17.62,99.28
29.23,16.75,99.19
29.54,16.44,99.11
29.11,16.88,99.07
27.89,18.88,99.05
23.77,27.44,99.07
21.23,30.31,99.11
20.89,30.31,99.17
20.71,30.44,99.22
20.31,31.06,99.25
19.76,32,99.24
18.93,33.75,99.21
18.08,35.56,99.17
17.45,37,99.13
16.97,38.12,99.09
16.29,39.94,99.06
15.41,42.38,99.04
14.3,45.75,99.04
13.18,49.62,99.08
12.4,52.69,99.14
14.24,48,99.21
16.72,40.94,99.26
20.18,33,99.26
25.11,22.5,99.22
27.62,19.06,99.14
28.79,17.75,99.02
29.23,17.25,98.92
28.96,17.5,98.85
28.01,19,98.82
24.01,27.56,98.82
20.65,32.94,98.84
19.46,35.94,98.89
18.56,38.38,98.94
17.83,40.31,98.97
17.19,42,98.98
16.55,43.75,98.96
16.01,45.38,98.92
16.21,45.12,98.9
16.19,45.06,98.88
16.21,44.69,98.86
16.22,44.19,98.84
16.12,43.62,98.84
16.12,42.88,98.9
16.04,42.25,98.96
17.45,39.5,99.03
19.86,32.44,99.09
24.26,24.25,99.12
28.49,17.5,99.07
29.86,15.94,99
30.63,14.81,98.89
30.9,14.19,98.8
30.65,14.06,98.76
29.73,15.25,98.75
27.14,20.44,98.77
25.83,19.88,98.81
24.96,20.5,98.87
24.03,21.19,98.94
22.98,22.69,99
21.58,24.94,99.03
20.62,27.12,99.04
19.49,29.81,99.03
18.29,32.94,99.02
17.17,36.38,99.02
16.24,39.88,99.02
15.41,43.56,99.02
14.78,47,99.04
14.33,49.81,99.09
14.15,51.38,99.15
17.29,43.38,99.21
20.68,35.06,99.27
25.08,26.25,99.3
28,22.25,99.29
29.08,21.62,99.21
29.71,21.62,99.11
29.92,21.94,99.03
29.73,22.25,98.98
28.96,23.12,98.95
26.86,27.75,98.96
25,29.81,99
23.42,32.56,99.07
22.44,34.25,99.15
21.15,36.75,99.2
19.68,40.19,99.24
18.21,44.12,99.25
16.94,48,99.25
16.05,51.06,99.24
15.4,53.56,99.23
14.96,55.19,99.22
14.71,55.94,99.23
14.59,56.19,99.26
14.6,55.88,99.31
14.84,54.81,99.38
17.26,47.31,99.45
20.16,39.12,99.49
24.58,29.25,99.49
27.55,24.38,99.44
28.77,23.06,99.34
29.5,22.25,99.21
29.79,21.75,99.11
29.56,21.88,99.05
28.8,22.75,99.02
25.83,28.81,99.04
22.17,34.94,99.07
20.96,37.56,99.12
20.05,39.75,99.18
19.22,41.62,99.2
18.39,43.06,99.21
17.62,44.31,99.2
16.88,45.69,99.18
16.19,47.31,99.16
15.6,48.88,99.15
15.22,50,99.14
15.07,50.25,99.13
15.03,50.06,99.13
15.01,49.69,99.17
14.98,49.44,99.23
17.18,43.19,99.29
19.87,36.19,99.34
23.73,29.06,99.35
27.63,24.25,99.31
28.67,23,99.2
29.23,22,99.08
29.33,21.5,98.97
28.95,21.56,98.9
27.96,22.62,98.88
24.52,29.06,98.88
21.54,34,98.91
20.47,36.06,98.97
19.64,37.69,99.03
18.83,39.25,99.06
18.12,40.5,99.06
17.53,41.44,99.04
17.01,42.19,99
16.5,43.12,98.97
16.02,44.25,98.94
15.64,45.31,98.91
15.48,45.94,98.89
15.45,46.19,98.9
15.36,46.5,98.95
15.45,46.19,99.02
16.78,42.69,99.09
19.06,36.62,99.14
21.92,30.81,99.15
26.53,22.75,99.1
28.12,20.25,98.99
28.83,18.88,98.85
29.15,18,98.75
28.87,17.88,98.69
27.87,19.31,98.66
24.96,25.06,98.65
23.12,25.69,98.67
22.44,26.75,98.71
21.87,27.62,98.76
21.4,28.31,98.81
20.88,29.25,98.82
19.47,31.94,98.82
17.99,35.31,98.83
17.4,37.25,98.82
17.12,38.94,98.82
16.85,40.44,98.81
16.64,41.44,98.81
16.4,41.94,98.83
16.18,42.12,98.87
15.95,42.31,98.93
18.33,36.5,99
21.05,31,99.04
24.08,26.5,99.05
28.16,25.25,99
29.55,25.81,98.9
30.19,25.69,98.78
30.27,25.88,98.67
29.87,26.62,98.61
28.87,28.62,98.58
25.87,35.81,98.6
23.65,41.31,98.65
22.94,44.62,98.72
22.19,48.25,98.77
21.04,52.75,98.79
20.13,55.44,98.76
19.84,60.06,98.85
18.09,73.88,99
17.39,80.44,98.94
16.76,83.38,98.91
16.23,84.06,98.92
15.81,84.69,98.91
15.53,85.44,98.88
15.27,85.94,98.89
15.01,86.5,98.92
16.19,79.81,98.98
18.18,70.44,99.06
22.31,52.56,99.13
24.39,49.06,99.13
25.76,45.5,99.07
26.58,41.81,99
26.62,40.19,98.94
26.12,40.25,98.9
25.3,41.56,98.89
23.54,49.38,98.91
21.02,55.88,98.96
19.91,57.62,99.02
19.05,60.25,99.08
18.34,62.75,99.11
17.75,65.19,99.12
17.18,67.38,99.11
16.53,69.69,99.09
15.8,72.06,99.06
15.1,74.06,99.02
14.46,75.5,98.99
13.92,76.44,98.96
13.52,76.69,98.95
13.19,76.69,98.97
13.01,75.88,99.02
14.99,65.25,99.07
17.49,55.31,99.1
21.88,44.88,99.12
24.21,40.31,99.06
25.81,36.12,98.96
26.73,32.94,98.83
27.06,30.69,98.72
26.79,29.75,98.64
25.87,30.38,98.59
23.12,38.81,98.58
19.57,47.19,98.59
18.55,49.12,98.64
17.73,51.12,98.7
16.98,53,98.73
16.32,54.88,98.74
15.68,56.38,98.74
15.02,57.25,98.71
14.38,57.62,98.69
13.74,58.12,98.67
13.15,58.81,98.65
12.63,59.94,98.64
12.23,60.88,98.66
11.99,61.19,98.7
11.95,60.62,98.76
14.67,50.88,98.83
17.33,42.88,98.9
21.38,34.38,98.94
23.97,30.44,98.92
25.02,28.56,98.83
25.66,27.12,98.73
25.84,26.38,98.64
25.45,26.44,98.58
24.48,27.31,98.56
21.55,36.75,98.57
18.36,41.19,98.62
17.27,41,98.71
16.38,40.88,98.8
15.61,41,98.86
14.94,41.12,98.88
14.4,41.31,98.85
13.94,41.69,98.82
13.49,42.75,98.78
12.95,44.88,98.74
12.4,47.81,98.7
12,50.31,98.67
11.86,51.44,98.67
11.98,51.19,98.72
12.07,50.5,98.79
13.82,46.12,98.86
16.13,38.31,98.93
19.66,29.44,98.95
22.85,23.94,98.93
24.21,23.56,98.84
25.03,23.38,98.73
25.33,23.19,98.63
25.23,23.12,98.57
24.48,23.69,98.57
21.24,31.44,98.59
17.9,35.5,98.65
16.85,34.81,98.74
15.9,34.69,98.82
14.98,35.44,98.88
14.1,36.69,98.91
13.26,38.62,98.92
12.46,41.44,98.91
11.69,44.94,98.9
11.02,48.56,98.9
10.51,51.75,98.88
10.18,53.94,98.86
9.94,55.31,98.86
9.72,56.44,98.88
9.65,56.88,98.93
12.97,46,98.99
15.95,38.69,99.04
20.13,29.94,99.07
24.05,21.38,99.04
25.54,18.94,98.96
26.27,17.94,98.86
26.38,17.62,98.79
26.03,17.75,98.74
25.09,18.75,98.72
21.9,24.56,98.72
18.33,31.5,98.75
17.62,32.88,98.8
16.93,34.56,98.86
16.2,36.62,98.89
15.55,38.94,98.9
14.76,41.94,98.88
13.46,46.38,98.84
12.75,48.62,98.81
12.14,50.12,98.79
11.48,51.38,98.78
10.87,52.5,98.77
10.32,53.62,98.79
9.86,54.81,98.82
9.57,55.62,98.89
11.59,48.69,98.97
14.4,41.06,99.04
18.87,31.31,99.09
23.29,22.56,99.08
24.69,20.12,99.02
25.33,18.5,98.92
25.38,17.69,98.85
24.94,17.5,98.79
23.91,18.12,98.77
21.12,22.12,98.78
17.08,29.88,98.84
16.04,32.06,98.91
15.03,34.19,98.97
14.02,36,98.98
13.08,37.44,98.98
12.18,38.75,98.97
11.33,40,98.94
10.61,40.88,98.91
9.98,41.38,98.88
10.97,38.31,98.87
10.76,38.62,98.86
10.3,39.5,98.88
9.3,41.62,98.92
8.48,43.38,98.98
11.4,36,99.06
14.38,29.94,99.14
18.7,22.25,99.2
22.72,14.38,99.19
24.08,12.56,99.13
24.81,11.56,99.05
25.08,11.12,98.97
24.92,11.12,98.93
23.94,11.88,98.92
19.98,19.62,98.93
16.26,25.25,98.97
15.28,26.69,99.02
14.49,27.81,99.05
13.72,28.88,99.08
13,29.88,99.06
12.4,30.81,99.04
11.81,31.81,99
11.17,32.94,98.97
10.61,34.06,98.96
10.14,35.25,98.95
9.73,36.38,98.95
9.51,36.81,98.97
9.77,35.75,99
10.24,34.25,99.07
12.17,32.81,99.14
15.08,25.06,99.21
18.86,19.75,99.26
23.51,12.75,99.24
25.19,11.06,99.17
26.13,10.19,99.06
26.51,9.81,98.97
26.23,9.94,98.9
25.19,11.44,98.88
22.08,20.12,98.89
19.9,18.94,98.9
18.58,20.38,98.95
17.39,21.69,98.99
16.39,22.94,99.03
15.55,24.06,99.03
14.75,25.25,99.02
13.94,26.62,99
13.04,28.56,98.98
12.18,30.94,98.97
11.6,33.44,98.96
11.42,35.44,98.95
11.57,36.81,98.95
12.05,37,98.97
12.69,36.38,99.03
14.02,35.75,99.08
16.43,30.44,99.14
18.88,26,99.17
22.94,16.94,99.15
25.08,12.94,99.08
26.1,12.12,98.97
26.06,12.19,98.88
25.13,13.12,98.83
23.15,20.88,98.81
20.81,23.88,98.83
18.9,25.31,98.86
17.37,26.94,98.92
15.85,29.12,98.98
15.02,30.62,99.03
15.13,30.75,99.04
15.19,31.19,99.02
14.93,32.25,99
14.47,33.62,98.98
14.19,34.38,98.95
13.65,35.31,98.92
13.35,35.62,98.89
13.36,35.44,98.89
13.32,35.56,98.93
13.25,35.75,98.98
14.47,34.94,99.05
17.24,28.69,99.13
19.98,23.31,99.2
23.33,16,99.19
23.85,15.5,99.12
24.44,15.25,99.03
24.87,15.38,98.95
24.85,15.69,98.9
24.13,16.56,98.89
21.96,22.5,98.9
20.23,23.44,98.93
19.18,25.06,98.99
17.69,28.31,99.05
16.11,32.62,99.09
14.98,37.44,99.12
14.56,42,99.12
14.14,46.19,99.1
13.23,51.31,99.08
12.4,56.31,99.04
12.07,60.12,99.02
12.13,63,99.02
12.17,66.44,99.04
12.2,70,99.11
12.12,73.69,99.2
13.37,70.69,99.3
15.46,63.69,99.37
19,48.06,99.43
21.4,37.88,99.45
22.83,34.31,99.4
23.62,34.75,99.33
23.79,37.06,99.26
23.36,40.19,99.23
22.46,43.69,99.22
20.74,48.81,99.23
17.94,57.94,99.27
17.06,60.69,99.32
16.3,62.44,99.38
15.72,62.62,99.42
15.1,62.12,99.43
14.62,60.69,99.43
14.08,60.5,99.4
13.38,62.56,99.36
12.61,65.69,99.34
11.89,68.88,99.32
11.3,71.44,99.32
10.89,73,99.32
10.6,73.44,99.36
10.12,74.62,99.43
11.64,66.38,99.49
14.55,54.25,99.54
19.51,38.19,99.57
24.08,25.19,99.55
26.16,20.31,99.47
27.31,18.38,99.36
27.76,17.62,99.27
27.51,17.75,99.22
26.48,18.81,99.21
22.32,26.81,99.23
18.56,32.56,99.29
17.73,34.12,99.37
16.94,36.12,99.44
16.01,38.81,99.47
15.03,41.81,99.47
14.02,45.12,99.45
13.18,48.19,99.41
12.51,50.94,99.36
11.96,53.69,99.33
11.33,57.25,99.3
10.6,61.56,99.29
9.91,65.75,99.3
9.26,69.62,99.34
8.77,72.31,99.4
10.65,63.56,99.46
13.45,52.5,99.5
18.26,36,99.52
22.81,22.12,99.5
24.67,19.06,99.42
25.9,17.19,99.32
26.55,16.12,99.21
26.32,16.06,99.14
25.31,17,99.09
21.02,24.94,99.06
17.49,30.25,99.08
16.26,32.5,99.11
15.21,34.75,99.13
14.21,37.19,99.14
13.26,39.62,99.16
12.32,42.12,99.16
11.4,44.62,99.13
10.61,46.94,99.11
10.18,48.25,99.11
9.9,49.31,99.13
9.37,51.56,99.14
8.94,53.88,99.17
8.69,55.94,99.22
8.83,56.81,99.3
11.29,49.5,99.37
13.68,43.25,99.42
16.99,35.31,99.44
21.66,22.81,99.4
23.59,18.75,99.31
24.86,16.75,99.2
25.58,15.25,99.09
25.45,15,99.02
24.34,16.56,98.98
19.92,26.25,98.98
17.13,30.25,99.01
16.11,32.81,99.05
15.31,35.44,99.08
14.37,38.19,99.1
13.36,41.25,99.1
12.62,43.5,99.09
12.02,45.25,99.06
11.44,46.94,99.03
10.86,48.81,99
10.36,50.5,98.98
10.13,51.25,98.97
10.26,50.69,98.98
10.4,50.06,99.02
10.37,49.88,99.1
11.78,45.31,99.19
14.54,37.81,99.26
18.44,29.31,99.32
23.22,19.5,99.31
24.78,16.5,99.25
25.78,15.06,99.15
26.24,14.44,99.05
26.05,14.56,98.98
24.88,16.19,98.95
21.01,24.38,98.94
18.8,27.69,98.98
17.37,30.5,99.02
15.93,33.88,99.06
14.99,37.06,99.08
14.2,40.38,99.08
13.42,43.75,99.07
12.68,47.12,99.03
12.05,50.25,99
11.47,53.38,98.96
10.93,56.44,98.93
10.47,59.31,98.93
10.05,62.06,98.94
9.69,64.62,99.01
9.41,66.81,99.11
11.66,58.12,99.22
14.23,49.62,99.3
17.8,39.62,99.36
22.84,26.75,99.34
25.18,21.81,99.26
26.23,19.88,99.17
26.71,19,99.07
26.55,19,99
25.52,20.44,98.96
21.19,28.5,98.96
18.33,33.31,98.99
17.42,35.62,99.03
16.65,37.75,99.07
15.93,39.94,99.1
15.23,42.44,99.1
14.48,45.5,99.08
13.7,49.19,99.03
12.94,53.06,98.98
12.26,56.38,98.95
11.69,58.94,98.93
11.19,61.12,98.92
10.76,63.06,98.93
10.41,64.62,98.98
10.15,65.75,99.05
12.69,55.56,99.1
15.43,46.88,99.14
19.23,37.38,99.15
24.19,26.88,99.11
26.11,23.44,99
27.3,21.75,98.86
27.8,21.19,98.74
27.39,21.75,98.65
26.21,23.75,98.61
22.15,31.38,98.6
19.18,38.38,98.64
18.27,41.31,98.71
17.33,44.25,98.75
16.43,47.25,98.78
15.64,50.25,98.76
14.84,53.69,98.73
14.08,57.69,98.69
13.35,62.12,98.65
12.7,66.25,98.64
12.02,70.25,98.65
11.33,74.12,98.66
10.74,77.38,98.68
10.26,80.12,98.75
9.93,82.19,98.84
11.85,72.56,98.92
14.22,62.5,98.99
17.62,50.25,99.04
22.33,34.94,99.02
25.4,26.44,98.95
26.63,23.62,98.84
27.2,22.31,98.74
27.05,22.19,98.68
25.97,23.94,98.65
21.83,31.56,98.65
19.51,35.75,98.68
18.69,38.19,98.74
18.04,40.38,98.79
17.33,42.69,98.82
16.58,45.19,98.81
15.88,47.62,98.78
15.2,50.06,98.74
14.59,52.38,98.69
14.08,54.38,98.66
13.74,55.75,98.64
13.76,55.75,98.61
13.84,55.5,98.62
14.08,54.69,98.66
13.92,55.31,98.72
14.11,54.75,98.78
16.26,47.75,98.82
19.18,39.69,98.87
24.22,26.88,98.84
26.09,22.62,98.76
27.13,20.19,98.66
27.69,18.56,98.58
27.37,18.38,98.52
26.1,22.81,98.49
24.52,24,98.47
23.26,23.75,98.49
22.04,25.19,98.54
20.72,27.19,98.59
19.23,29.69,98.63
17.71,32.75,98.66
16.33,35.88,98.66
15.24,38.56,98.66
14.47,40.44,98.67
13.75,42.25,98.69
13.03,44,98.67
12.46,45.5,98.64
12.01,46.75,98.63
11.62,47.94,98.67
11.26,49.44,98.74
13.3,43.81,98.8
16.75,35.62,98.85
20.16,29.06,98.9
24.27,22.19,98.87
27.51,17.12,98.8
28.82,15.62,98.71
29.15,15.31,98.62
28.94,15.56,98.56
27.51,19.88,98.54
25.05,21.62,98.55
23.17,22.56,98.59
21.87,24,98.66
21.04,25.19,98.73
20.01,26.69,98.78
18.62,29,98.79
17.33,31.5,98.79
16.54,33.5,98.8
15.96,35.38,98.8
15.18,37.88,98.79
14.41,40.56,98.78
13.62,43.44,98.79
12.76,46.5,98.82
12.05,49.25,98.87
11.57,51.31,98.96
13.99,44.25,99.03
17.14,36.94,99.09
20.53,30.81,99.16
23.93,25.75,99.16
26.87,20.81,99.08
28.1,19.12,98.97
28.36,18.94,98.87
28.03,19.25,98.82
26.62,22,98.79
22.68,27.69,98.8
20.28,30.56,98.83
18.9,33.38,98.88
17.81,36.12,98.94
16.97,38.81,98.98
16.24,41.56,99.01
15.46,44.62,99
14.64,47.81,98.99
13.92,50.62,98.98
13.33,52.75,98.97
12.83,54.44,98.96
12.36,55.88,98.95
12.03,56.81,98.95
11.67,58.06,98.99
11.3,59.5,99.04
13.52,51.44,99.09
16.52,42.56,99.14
20,34.31,99.2
24.82,24.12,99.19
27.26,19.25,99.13
28.37,18.06,99.05
28.65,18.44,98.97
28.23,19.56,98.92
26.98,21.5,98.91
22.86,28.19,98.94
19.98,33.62,99
19,36.19,99.06
18.08,38.75,99.1
17.23,41.31,99.12
16.44,43.88,99.13
15.71,46.44,99.11
14.98,49.31,99.08
14.23,52.44,99.04
13.56,55.44,99.01
13.14,57.69,98.99
12.94,59.06,98.99
12.8,60.12,99.02
12.57,61.5,99.09
12.3,63.06,99.17
13.6,58.31,99.26
16.05,50.25,99.35
19.27,41.19,99.39
24.48,27.69,99.35
26.24,23.81,99.26
27.15,22,99.13
27.52,21.06,99.03
27.37,20.88,98.95
26.34,22.19,98.91
22.13,29.19,98.9
19.68,33.56,98.93
18.84,35.81,98.98
18.29,37.44,99.01
17.73,39.12,99.04
17.12,41.06,99.04
16.61,42.75,99.04
16.19,44.19,99.02
15.8,45.56,99.01
15.35,47.12,99
14.7,49.25,98.97
13.83,52.19,98.94
12.94,55.38,98.94
12.23,58.19,98.96
11.71,60.25,99.02
14.07,51.75,99.08
17.27,42.5,99.12
20.81,34.56,99.15
25.5,25.5,99.11
27.59,22.38,99.01
28.73,21.25,98.88
29.19,20.94,98.76
28.94,21.44,98.69
27.87,23.06,98.66
23.43,30.56,98.65
20.4,37.25,98.68
19.42,40.5,98.73
18.61,43.62,98.76
18.35,45.25,98.79
17.48,48.56,98.8
17.33,49.62,98.8
17.04,51.12,98.79
16.58,53.19,98.79
15.49,57.69,98.81
14.83,61,98.79
14.15,64.44,98.77
13.54,67.81,98.77
13.12,70.44,98.8
12.98,71.69,98.84
15.29,62.25,98.89
18.61,51.31,98.95
21.82,42.88,99.01
27.19,26.81,99
28.86,23.06,98.93
29.44,22.06,98.83
29.48,21.94,98.73
29.03,22.44,98.67
27.99,23.81,98.64
23.9,30.69,98.63
20.83,37.19,98.66
19.8,40.12,98.74
18.88,43.12,98.82
18.08,46.12,98.86
17.4,49.31,98.9
16.76,52.81,98.89
16.12,56.62,98.87
15.5,60.31,98.85
14.92,63.38,98.82
14.4,65.81,98.81
13.98,67.5,98.79
13.66,68.56,98.81
13.48,68.88,98.86
13.59,67.75,98.94
15.62,59,99.01
18.73,48.62,99.05
21.99,40,99.06
26.62,28.75,99.01
28.1,25.69,98.9
28.78,24.44,98.76
28.94,24.19,98.66
28.6,24.69,98.58
27.7,26.12,98.55
25.15,30.69,98.55
23.91,32.81,98.59
23.83,33,98.67
23.16,34.38,98.74
21.79,37.31,98.77
20.63,40,98.77
19.76,42.25,98.76
19.11,44.25,98.74
18.35,47.56,98.71
17.62,53.19,98.68
16.73,63,98.67
16.12,72.81,98.67
16.09,78.06,98.67
16.01,81.12,98.72
15.77,83.81,98.79
16.63,80.38,98.89
17.77,74.5,98.98
19.9,62.38,99.06
22.12,49.62,99.05
23.94,40,98.97
24.66,37.56,98.87
24.65,37.69,98.78
24.16,38.94,98.74
23.4,42.38,98.73
22.35,47.06,98.76
21.14,48.5,98.8
20,51.25,98.87
19.13,52.44,98.94
17.71,56.44,98.97
15.92,63.75,98.98
14.69,69.88,98.96
14.02,73.88,98.92
13.42,77.25,98.9
12.76,80.12,98.88
12.15,81.5,98.88
11.61,81.25,98.87
11.16,80.31,98.87
10.76,79.81,98.91
10.33,80.44,98.96
11.52,74.19,99.02
13.76,65.56,99.07
17.87,49.38,99.1
20.27,38.81,99.07
21.33,33.31,98.96
21.94,29.75,98.83
22.05,27.75,98.71
21.59,27.06,98.66
20.47,28,98.66
17.15,38,98.68
13.8,47.5,98.73
12.78,49.81,98.8
11.86,52.38,98.86
11.09,54.56,98.9
10.48,56.44,98.92
9.94,58.25,98.92
9.48,60.25,98.91
8.98,63.25,98.9
8.44,66.94,98.9
7.83,71.12,98.88
7.3,75.38,98.87
6.88,79.38,98.86
6.51,83.5,98.9
6.18,87.69,98.96
8.39,77.5,99.03
11.17,66.12,99.1
15.49,49.81,99.17
18.31,39.12,99.17
19.93,31.88,99.12
21.1,25.94,99.02
21.48,23.31,98.94
21.15,22.81,98.9
20.12,24.25,98.89
16.13,38.19,98.91
13.08,44.56,98.95
12.13,46.69,99.02
11.3,48.88,99.07
10.51,50.94,99.1
9.81,53,99.11
9.17,55,99.1
8.56,57.25,99.09
7.98,59.62,99.08
7.42,61.94,99.09
6.83,64.62,99.09
6.25,67.75,99.07
5.73,70.94,99.08
5.34,73.94,99.13
5.06,76.44,99.19
7.73,64.56,99.25
10.65,54.56,99.32
14.33,42.31,99.38
17.07,32.38,99.36
18.37,28.94,99.3
19.29,26.88,99.2
19.74,25.5,99.11
19.66,24.88,99.07
18.9,25.62,99.07
15.15,37.25,99.08
12.09,43.31,99.12
11.3,44.38,99.18
10.6,45.25,99.23
9.97,46.31,99.28
9.37,47.62,99.3
8.78,49.56,99.32
8.26,52.38,99.31
7.83,56,99.31
7.52,59.75,99.3
7.25,62.31,99.29
7,63.94,99.27
6.77,65.19,99.29
6.54,66.56,99.33
6.34,68.06,99.4
8.12,61.06,99.45
10.8,52.25,99.52
14.98,40.06,99.57
18.61,29.12,99.56
20.25,24.5,99.47
20.98,21.19,99.37
21.11,19.19,99.3
20.66,18.62,99.26
19.58,19.56,99.25
15.51,29,99.26
12.25,35.44,99.31
11.41,37,99.39
10.51,39.38,99.44
9.69,41.75,99.46
9.05,43.69,99.46
8.39,45.69,99.45
7.72,47.75,99.41
7.01,49.88,99.38
6.36,52.06,99.35
5.63,54.94,99.32
4.87,58.56,99.3
4.23,62.06,99.31
3.67,65.62,99.35
3.18,68.88,99.42
